number Of train samples: 99968
number Of batches in an epoch: 781
epoch, loss, trainAcc 
154,0.1544752632174207,0.9094747819302182
155,0.16473120143041997,0.9072453185019207
156,0.03955273333124084,0.9085594890364912
157,0.18977735191275655,0.9061774767925739
158,0.15268293922837897,0.907655449743918
159,0.185441897656049,0.9057498399487844
160,0.12236159462272611,0.9071015224871962
161,0.05006102457008979,0.906598861635724
162,0.1647602867202098,0.9069802336747764
163,0.08773216549967891,0.9068989576664529
164,0.12872331610327511,0.9083044074103712
165,0.16741921103033333,0.9079718009763129
166,0.05208264124146986,0.9096998539532651
167,0.18836925359374304,0.910508862836108
168,0.15940795227042934,0.9073778609154928
169,0.16569446272604116,0.9065500960307298
170,0.062073750624323146,0.9071715448943661
171,0.13149456884719246,0.9092834707106282
172,0.12735671799789716,0.9101499979993597
173,0.1010385454273218,0.9071727952944943
174,0.04202769736797551,0.9092322043053772
175,0.1579680307265226,0.9075616697343147
176,0.13323285725420397,0.9091859395006405
177,0.19431725169045588,0.909994948383483
178,0.16353013172980613,0.9087683058578742
179,0.19062305296553597,0.9088633362676055
180,0.09947492515781689,0.9081105953905254
181,0.12230748453330544,0.9078167513604355
182,0.07130633059788158,0.9087870618597957
183,0.18489941471499133,0.9060049215749045
184,0.05855583303313586,0.9094360195262483
185,0.1638145305516669,0.9071627920934698
186,0.056910682604647565,0.9072690761043526
187,0.15476581645299708,0.9067701664532648
188,0.153564767908901,0.9083694282170287
189,0.08002247977077866,0.9075966809378999
190,0.14292701495148188,0.9070214968790009
191,0.06041471243160263,0.9116229693501917
192,0.15213742917902803,0.9070677616837389
193,0.05754841523217093,0.9095948203425095
194,0.12301251741818889,0.9077204705505759
195,0.2004864038491202,0.9075429137323934
196,0.18583432103646536,0.9080318201824583
197,0.053944618897582244,0.9068726992637649
198,0.1389494426804495,0.9087570522567229
199,0.2043507188564636,0.907521656930218
200,0.029787693834388965,0.9077117177496795
201,0.16699714826977996,0.9085157250320104
202,0.17381874499651734,0.9061574703905247
203,0.152507422084074,0.9093534931177972
204,0.07588206792749554,0.9087382962548021
205,0.20297203208775413,0.9028076484475036
206,0.1738002461503666,0.9069227152688866
207,0.15969727587648086,0.9067113976472477
208,0.15900602718868087,0.9095435539372603
209,0.1612670508063706,0.9067214008482708
210,0.13140136216091008,0.9068789512644043
211,0.0794316964644118,0.9087382962548023
212,0.07147296215911857,0.9055010103233022
213,0.14066652897063237,0.9061499679897564
214,0.03874096262933178,0.9095973211427657
215,0.10972567356380948,0.9104150828265037
216,0.19532057612272707,0.9094347691261215
217,0.06324595436245724,0.9090321402848911
218,0.1330025759562698,0.9086995338508319
219,0.1259483471449918,0.9089258562740077
220,0.06509210831287256,0.9090171354833549
221,0.1320393142201569,0.9076141865396925
222,0.1495747106604814,0.9082381362035853
223,0.20533994299239364,0.9087245418533919
224,0.051483852850205784,0.9107151788572351
225,0.0503422702611343,0.907802996959027
226,0.042662123278130015,0.9097448683578737
227,0.0759140093533326,0.9074753921254809
228,0.11303199709272471,0.9099049195742642
229,0.08877551057277853,0.910207516405249
230,0.15763865382470368,0.9082131282010251
231,0.14596827865472597,0.907249069702305
232,0.1459993687742247,0.9086995338508309
233,0.05121560908593551,0.9087382962548012
234,0.04770768570641315,0.9097011043533932
235,0.15561897001972932,0.9044244158130603
236,0.16484338963157838,0.9073328465108836
237,0.0541103710634662,0.9088370778649177
238,0.14171539105953143,0.9083569242157489
239,0.06072446074699275,0.9083244138124194
240,0.043977083166181596,0.9105176156370034
241,0.08675567339763894,0.9086195082426387
242,0.06217756674817293,0.908328165012803
243,0.06980994311839694,0.9085744938380282
244,0.13251238515944427,0.9075366617317541
245,0.19156120107158792,0.9104713508322673
246,0.16811719573353315,0.9083856834186934
247,0.1509287437771086,0.907049005681818
248,0.1280162250412878,0.9115079325384124
249,0.1906558658032804,0.9086357634443019
250,0.08323570638726016,0.9088833426696539
251,0.06979464280097213,0.9069064600672215
252,0.13384779904894353,0.9085494858354679
253,0.1311217170445705,0.9072328145006407
254,0.1792346081425548,0.9095460547375154
255,0.14415398101522223,0.9101362435979511
256,0.07039136940049713,0.9092434579065299
257,0.16302950552332546,0.9077092169494231
258,0.16125528929915398,0.9104513444302171
259,0.0673127562654624,0.9103000460147247
260,0.054045635512497484,0.908775808258642
261,0.040797167287633926,0.9102975452144689
262,0.1770594325991516,0.9089558658770798
263,0.05144829653250984,0.9092484595070439
264,0.16277692739645008,0.9092672155089632
265,0.12576802539101906,0.9082456386043536
266,0.06747008890094008,0.9097548715588978
267,0.07539373771139375,0.8936247099071705
268,0.17099936834179408,0.9031590108834832
269,0.11530158649047981,0.904844550256083
270,0.04216111439700352,0.9072890825064032
271,0.05365097297928513,0.9058198623559542
272,0.13052308140570312,0.9100274587868125
273,0.07574535397981921,0.9070202464788735
274,0.15894608415213987,0.9100499659891158
275,0.16460218134184237,0.9085307298335462
276,0.15050831350908064,0.9070790152848913
277,0.18705520225522257,0.9094122619238165
278,0.1334952528419112,0.9080068121798974
279,0.16817896746709843,0.9091759362996166
280,0.17109298265636283,0.9068576944622285
281,0.17480997767298564,0.9091284210947503
282,0.17752123029795513,0.9084944682298333
283,0.1385517114791419,0.9087457986555697
284,0.1627471845039978,0.9075529169334188
285,0.0512704429972601,0.9083381682138283
286,0.18201669577049348,0.9101412451984642
287,0.1645619354324015,0.9108477212708069
288,0.14339285796463377,0.9069689800736236
289,0.1167717387901276,0.907810499359794
290,0.12640547696205903,0.9073253441101147
291,0.16770541356119986,0.908426946622919
292,0.07697601168948866,0.9081906209987198
293,0.16906242311667602,0.9048382982554416
294,0.07689884277155032,0.9100187059859154
295,0.17788358993959943,0.9076592009443019
296,0.12407122816996194,0.9091059138924454
297,0.09882980640244356,0.9083094090108836
298,0.13015645058869157,0.9095498059378996
299,0.10050615180147328,0.9084169434218964
300,0.13352062995204933,0.9095160451344431
301,0.18972146785804375,0.9052471790973116
302,0.14672480064193985,0.9086470170454539
303,0.04977471328087515,0.9074053697183099
304,0.10209274777399005,0.909584817141486
305,0.08573528204390121,0.9065550976312419
306,0.14913632869041105,0.9073203425096027
307,0.17400305269035804,0.9084544554257369
308,0.08546772831837847,0.9077004641485286
309,0.12780462812736748,0.9118705485755447
310,0.13918569283845778,0.9087345450544166
311,0.04216564202082222,0.9099999499839952
312,0.15100603776009058,0.9113753901248396
313,0.13509736723525798,0.9083431698143416
314,0.17110646321348402,0.908008062580026
315,0.07193579496468272,0.9069502240717028
316,0.15097276974446458,0.911031530089628
317,0.06656394302996246,0.9089633682778491
318,0.0698887218391279,0.9096248299455829
319,0.14791679232000285,0.9081931217989755
320,0.11679031730832956,0.9057135783450708
321,0.15486288043731217,0.9079492937740081
322,0.03944979776068607,0.9106739156530088
323,0.14062461530957088,0.9088158210627404
324,0.058073347702821146,0.9093584947183088
325,0.14161172377725958,0.9066351232394357
326,0.13246628108504657,0.9076892105473753
327,0.18511421368305006,0.9080893385883475
328,0.05066065573004488,0.9073365977112672
329,0.16535535401855966,0.9075754241357245
330,0.05236375140394389,0.9105426236395644
331,0.18134189087020205,0.908356924215748
332,0.09693329661006878,0.9082106274007694
333,0.15583303145990005,0.9097911331626117
334,0.07147634981842599,0.9101224891965431
335,0.19147418059952326,0.9085594890364916
336,0.1633623750911461,0.9117505101632519
337,0.08262621680266037,0.906076194382202
338,0.06061706621788281,0.9094235155249675
339,0.07274952955201662,0.9092947243117796
340,0.19133509865139495,0.9079267865717033
341,0.054636206185745786,0.910422585227272
342,0.0891386344570794,0.9078930257682453
343,0.17982241193808737,0.9094735315300899
344,0.14423830073730615,0.9085632402368755
345,0.12627336184823895,0.9086145066421264
346,0.16580083945075635,0.9062162391965425
347,0.1186985510134397,0.908992127480793
348,0.0530315051376002,0.9067314040492966
349,0.16965810970865552,0.9085807458386684
350,0.16884136774046615,0.9082243818021768
351,0.15711233716890965,0.9121443862035851
352,0.05812326874289353,0.9100737235915495
353,0.16787174290456838,0.9118680477752881
354,0.1730349153762169,0.9087295434539048
355,0.18296039603694858,0.9089408610755435
356,0.03690717037597119,0.9107451884603068
357,0.06855214344291548,0.9091334226952624
358,0.13998197584624242,0.9089321082746487
359,0.12302729145151864,0.9090896586907808
360,0.18758620192663958,0.9087758082586423
361,0.17113345986712752,0.9076166873399493
362,0.14601235033079224,0.9089396106754155
363,0.14333401765626838,0.9085007202304737
364,0.16575072032403193,0.9074866457266322
365,0.16292749348417837,0.9087945642605637
366,0.07812824977921119,0.9103538132202311
367,0.16548364851362882,0.9100637203905244
368,0.055419432513821254,0.9091159170934701
369,0.09062976303772448,0.9065838568341871
370,0.16091701702924321,0.9086370138444307
371,0.11526879153379063,0.9120393525928285
372,0.1022483369536138,0.9102650348111395
373,0.15860873040936982,0.9084394506241995
374,0.048112046939196906,0.9089658690781058
375,0.0774864530235611,0.9098749099711914
376,0.14792178864438937,0.9091534290973108
377,0.08537532436176036,0.9095035411331629
378,0.12315343475554869,0.9100774747919336
379,0.18406752148930786,0.9080043113796419
380,0.1531901599742578,0.9099586867797705
381,0.1697158682449667,0.9081155969910376
382,0.21834703653468426,0.9094535251280408
383,0.06096444383976285,0.9084269466229192
384,0.07318478355300014,0.9078367577624847
385,0.1483313824821944,0.9099786931818181
386,0.15689148709733497,0.9113228733194629
387,0.14560948014272973,0.9097748779609472
388,0.05327932932286516,0.9112841109154924
389,0.15667226009254423,0.9108452204705513
390,0.18805520081849858,0.9088483314660697
391,0.17081334406556378,0.9093559939180544
392,0.0575722826320711,0.9096886003521126
393,0.12274183228970224,0.9101762564020488
394,0.09019668682766163,0.9078230033610764
395,0.1597298217991972,0.9077492297535212
396,0.18485840714019494,0.9111253100992319
397,0.13904651253485856,0.9099586867797694
398,0.049544117372813376,0.9094585267285529
399,0.1584296624992167,0.9009920674615881
400,0.18737878664512997,0.8993577944942384
401,0.19084689893283463,0.8976509983194622
402,0.06312214654528428,0.8988463808418701
403,0.14505371217997964,0.9005969410211272
404,0.08910496366192748,0.9064638184218949
405,0.06839525471486348,0.9042781189980804
406,0.16008672093470927,0.9073678577144689
407,0.12964899236867775,0.9068076784571071
408,0.15760945818792574,0.9049945982714476
409,0.05896108563023202,0.9066301216389245
410,0.1887588238587937,0.9087370458546732
411,0.15320111007014706,0.9076979633482708
412,0.12078264209071918,0.9075641705345711
413,0.0415700463680443,0.9089933778809217
414,0.05272836752719777,0.9096911011523688
415,0.09979728148314414,0.9075516665332909
416,0.1614713668569611,0.9115366917413558
417,0.137906976916262,0.9070952704865552
418,0.14459444186603146,0.9067614136523683
419,0.12586076580289945,0.9107539412612032
420,0.09847119927825532,0.90741787371959
421,0.15552360026150427,0.9106126460467349
422,0.15539091143254463,0.9090221370838663
423,0.101185039063364,0.908201874599872
424,0.06746639575597776,0.9089996298815615
425,0.059890069139954163,0.9096698443501924
426,0.07663907865154104,0.9095710627400764
427,0.08634154150474754,0.9116667333546736
428,0.05875399495858858,0.909302226712548
429,0.1672098467251617,0.9097961347631239
430,0.20077619280576156,0.9085419834346992
431,0.18602732074733982,0.9108502220710631
432,0.18166495494636992,0.9103813220230477
433,0.20762800361378952,0.9072628241037123
434,0.09195545514622636,0.9079492937740071
435,0.04426881352251322,0.909325984314981
436,0.16168963028633818,0.9101912612035851
437,0.18581603796758167,0.9090308898847632
438,0.1878693027939709,0.9099711907810504
439,0.04880184486562181,0.9101424955985923
440,0.051974375433519744,0.9111115556978233
441,0.19617710853384546,0.9085257282330343
442,0.04829165148274396,0.9085294794334181
443,0.11695806635380124,0.9093034771126769
444,0.0629316701454777,0.9078780209667094
445,0.08002527447664291,0.908940861075544
446,0.03731604294174023,0.9082493898047371
447,0.1350534148072807,0.9083456706145967
448,0.18540012805115152,0.9098524027688866
449,0.12138202575262935,0.909373499519847
450,0.14218623353979576,0.9080105633802817
451,0.06239690437177909,0.9104776028329071
452,0.042989630374984156,0.9100587187900123
453,0.047034367903140646,0.9080868377880916
454,0.05568513356339749,0.9104500940300894
455,0.09383092502174208,0.9097961347631246
456,0.12290391507375366,0.9065651008322659
457,0.15491046726075794,0.9119755821863004
458,0.07521364523815025,0.9092209507042246
459,0.06391303908951722,0.9099474331786171
460,0.0351487182140895,0.9063725392125475
461,0.16804207387495182,0.9085244778329062
462,0.08993358675916961,0.9089833746798972
463,0.055402779186306206,0.9116904909571063
464,0.16609223642942253,0.9084394506241994
465,0.11146460261951127,0.9100074523847628
466,0.1873238188782045,0.9070490056818186
467,0.06465890970398365,0.9097636243597941
468,0.14933022628310896,0.9088433298655578
469,0.1833820146629184,0.909754871558899
470,0.1603077217189733,0.9109089908770808
471,0.0417938242220957,0.9087207906530098
472,0.16949312807715555,0.9086757762483999
473,0.09620319219172274,0.9125582686459669
474,0.19304332316977743,0.9089008482714465
475,0.15163472842977224,0.9087745578585146
476,0.19021975033115993,0.9078630161651734
477,0.09830886512830041,0.9094985395326505
478,0.04405457177677331,0.9084069402208707
479,0.13243038485834463,0.9093334867157483
480,0.12233008074807074,0.9103238036171579
481,0.13414183923521678,0.9097473691581301
482,0.1399295612836024,0.9099436819782332
483,0.1481639837949536,0.9071577904929583
484,0.13679455071936325,0.9108302156690143
485,0.1431481773673215,0.9080480753841237
486,0.06193549306451666,0.909024637884123
487,0.026462096961405678,0.9096023227432786
488,0.13536961225371888,0.9091484274967999
